SETID,SPL_VERSION,RXCUI,RXSTRING,RXTTY
78c3cf22-9151-4f39-a857-d103eca12c93,7,2105791,CLAVAMOX 100 MG / 25 MG Chewable Tablet,PSN
78c3cf22-9151-4f39-a857-d103eca12c93,7,2105794,CLAVAMOX 200 MG / 50 MG Chewable Tablet,PSN
78c3cf22-9151-4f39-a857-d103eca12c93,7,2105797,CLAVAMOX 300 MG / 75 MG Chewable Tablet,PSN
78c3cf22-9151-4f39-a857-d103eca12c93,7,2105800,CLAVAMOX 50 MG / 12.5 MG Chewable Tablet,PSN
78c6789d-773e-4b26-90bd-34a6b6d730ce,5,1724881,10 ML Sensorcaine 5 MG/ML Injection,SY
78cfd78a-f14f-4c3d-bd54-c475ae08c955,1,1249581,chlorine dioxide 1 % Topical Solution,PSN
78cfd78a-f14f-4c3d-bd54-c475ae08c955,1,1249583,Bluemax 1 % Topical Solution,SY
78cffb5d-1752-4529-ad6f-2a5357774696,22,891522,ascorbic acid 100 MG / biotin 0.15 MG / calcium pantothenate 5 MG / cyanocobalamin 0.006 MG / folic acid 1 MG / niacin 20 MG / pyridoxine 10 MG / riboflavin 1.7 MG / thiamine mononitrate 1.5 MG Oral Capsule,SY
78dadbee-c3b6-4d62-a338-731b24cc7ef0,2,311033,NovoLIN R 100 UNT/ML Injectable Solution,PSN
78dadbee-c3b6-4d62-a338-731b24cc7ef0,2,311034,"insulin, human regular 100 UNT/ML Injectable Solution",SY
78eee7c9-5ca5-45af-898f-92a2f3b2598e,5,1490063,Take Action 1.5 MG Oral Tablet,SY
78f2664f-3de8-4e58-a860-1b5abd6eb7d7,1,993804,Gianvi 28 Day Pack,PSN
78f86f4f-658c-468b-bd54-49182ddcc7ac,6,2689326,60 ACTUAT sofpironium 72 MG/ACTUAT Topical Gel,SCD
78f86f4f-658c-468b-bd54-49182ddcc7ac,6,2689332,60 ACTUAT Sofdra 72 MG/ACTUAT Topical Gel,SY
78fe1c29-e22a-4615-a2f9-a61cd4eb38a3,3,1000479,1 (PEG-3350 210 GM / potassium chloride 0.74 GM / sodium bicarbonate 2.86 GM / sodium chloride 5.6 GM Powder for Oral Solution) / 1 (bisacodyl 5 MG Delayed Release Oral Tablet) Pack,PSN
78fe1c29-e22a-4615-a2f9-a61cd4eb38a3,3,1718983,PEG-3350 210 GM / potassium chloride 0.740 GM / sodium bicarbonate 2.86 GM / sodium chloride 5.6 GM Powder for Oral Solution,SY
78fe1c29-e22a-4615-a2f9-a61cd4eb38a3,3,1718990,Gavilyte-H Powder for Oral Solution,PSN
78fe1c29-e22a-4615-a2f9-a61cd4eb38a3,3,1718991,GaviLyte-H and Bisacodyl Bowel Prep Pack,PSN
79065861-6aa5-4d1f-829f-3a6471286b36,22,2283049,1 ML eptinezumab-jjmr 100 MG/ML Injection,SCD
79065861-6aa5-4d1f-829f-3a6471286b36,22,2283054,1 ML Vyepti 100 MG/ML Injection,SY
79094f4e-5f5c-44d6-b563-d6078eafe83a,14,1741986,"250 ML albumin human, USP 50 MG/ML Injection [Flexbumin]",SBD
79186958-152e-47c5-8037-b966dc5abda4,6,1372907,progesterone 1.38 GM Vaginal Insert,PSN
79186958-152e-47c5-8037-b966dc5abda4,6,1372909,EAZI-BREED CIDR 1.38 GM Vaginal Insert,PSN
791a2461-971c-4191-8905-5a449c600a49,4,2644394,After banger 1.5 MG Oral Tablet,SY
792eb340-7202-4c06-b488-033ca8a63859,3,992535,terbinafine HCl 1 % Topical Spray,PSN
792eb340-7202-4c06-b488-033ca8a63859,3,992536,LamISIL AT 1 % Topical Spray,PSN
79373f11-070b-4495-b9cf-6bb94a994430,1,866404,capsaicin 0.05 % / menthol 10 % / methyl salicylate 20 % Topical Lotion,PSN
79373f11-070b-4495-b9cf-6bb94a994430,1,1297641,ROCK SAUCE 0.05 % / 10 % / 20 % Topical Lotion,PSN
793c75eb-dd65-4b6d-ac46-6e57ce1334f7,7,1809083,5 ML SMX 80 MG/ML / TMP 16 MG/ML Injection,SY
794a9007-b93b-4e2f-ba39-291b44bb112e,6,1014322,iodine 1.75 % Concentrate for Topical Solution,SY
794aa355-66de-41b8-aedf-f2c40f6bc664,29,904874,168 HR BuTrans 0.01 MG/HR Transdermal System,SY
794aa355-66de-41b8-aedf-f2c40f6bc664,29,904878,168 HR BuTrans 0.02 MG/HR Transdermal System,SY
794aa355-66de-41b8-aedf-f2c40f6bc664,29,904882,168 HR BuTrans 0.005 MG/HR Transdermal System,SY
794aa355-66de-41b8-aedf-f2c40f6bc664,29,1432971,168 HR BuTrans 0.015 MG/HR Transdermal System,SY
794aa355-66de-41b8-aedf-f2c40f6bc664,29,1542999,168 HR BuTrans 0.0075 MG/HR Transdermal System,SY
7951139c-b271-45a4-b523-34b23800917b,34,825134,24 HR mesalamine 375 MG Extended Release Oral Capsule [Apriso],SBD
796488d7-0e2d-4a37-9baa-310f629ba797,1,1046551,camphor 0.0322 MG/MG / menthol 0.0139 MG/MG / methyl salicylate 0.15 MG/MG Medicated Patch,SCD
79669930-f744-4bb1-8325-b75951489b64,9,2178755,APAP 160 MG Oral Powder,SY
79669930-f744-4bb1-8325-b75951489b64,9,2178758,APAP 160 MG Oral Powder [Tylenol],SY
79702bcd-65c4-4265-8139-93d93e983e75,1,1488624,NaHCO3 2600 MG Powder for Oral Solution,SY
79778b06-78d5-c616-e053-2a91aa0a78f8,1,2099927,menthol 0.2 MG/MG Topical Ointment,SCD
797805f2-5a08-4ed3-8057-6b0b1bb08113,1,861355,OLUX 0.5 MG/ML Topical Foam,SY
79821042-86a5-4a64-b621-76de0a0bbab2,30,1670387,factor IX complex 1 UNT Injection,PSN
79821042-86a5-4a64-b621-76de0a0bbab2,30,1670392,Profilnine 1 UNT Injection,SY
7983ad30-ee7f-49dc-8ffa-1457d21e590e,2,1359113,ATOPALM Hemorrhoidal 14 % / 71.9 % / 0.25 % Rectal Ointment,PSN
7992a4bb-5535-4a1d-867d-a99f7e0c1be7,2,210665,FiberCon (calcium polycarbophil 625 MG) Oral Tablet,SY
79a3305b-be80-416f-a346-5a907f7b669e,1,206157,KlonoPIN 0.5 MG Oral Tablet,PSN
79ba021e-183c-4b4d-822e-4ff5ef54ca61,18,207331,NTG 0.3 MG Sublingual Tablet [Nitrostat],SY
79ba021e-183c-4b4d-822e-4ff5ef54ca61,18,207361,NTG 0.6 MG Sublingual Tablet [Nitrostat],SY
79bc132a-f511-49f3-9e91-3ed91d0164a0,1,2398850,benzalkonium chloride 0.121 % Medicated Wipe,SY
79bff5e0-bccb-11de-b462-0002a5d5c51b,16,212332,Keralyt 0.06 MG/MG Topical Gel,SY
79bff5e0-bccb-11de-b462-0002a5d5c51b,16,866892,salicylic acid 6 % Medicated Shampoo (160 ML) / salicylic acid 6 % Topical Gel (60000 MG) Pack,PSN
79bff5e0-bccb-11de-b462-0002a5d5c51b,16,883501,Keralyt 6 % Scalp Complete Kit,PSN
79c0e6d2-7f56-4743-ac6d-60b90fb0a6fe,1,2598546,Umbrellin (amoxicillin 100 MG / clavulanate potassium 25 MG) Oral Tablet,SY
79c0e6d2-7f56-4743-ac6d-60b90fb0a6fe,1,2598548,Umbrellin (amoxicillin 200 MG / clavulanate potassium 50 MG) Oral Tablet,SY
79c0e6d2-7f56-4743-ac6d-60b90fb0a6fe,1,2598550,Umbrellin (amoxicillin 300 MG / clavulanate potassium 75 MG) Oral Tablet,SY
79c0e6d2-7f56-4743-ac6d-60b90fb0a6fe,1,2598552,Umbrellin (amoxicillin 50 MG / clavulanate potassium 12.5 MG) Oral Tablet,SY
79c6a6d8-799f-4dc0-ac91-09ebf2da1bdc,3,999918,iodine 2.2 % Topical Solution,PSN
79c6a6d8-799f-4dc0-ac91-09ebf2da1bdc,3,999922,IODOSHIELD ACTIVE 2.2 % Iodine Concentrated Teat Dip,PSN
79cd136b-2098-43a4-aeec-7d8b8869f6ae,13,1796690,1 ML hydroxyprogesterone caproate (USP) 250 MG/ML Injection,SCD
79dd238d-87fe-4d89-bb3f-2677cae25993,1,1087519,Flexall 0.16 MG/MG Topical Gel,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,891614,coconut allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,891636,filbert nut allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,891640,Phaseolus vulgaris allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,891644,lima bean allergenic extract 50 MG/ML Injectable Solution,PSN
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,891655,Myristica fragrans extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,891661,peanut allergenic extract 50 MG/ML Injectable Solution,PSN
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,891679,green bean extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,891690,English walnut allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,891698,black walnut allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,895573,almond allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,899366,black pepper allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,899397,buckwheat allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,899401,cabbage allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,899417,garlic allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,899423,ginger allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,899469,onion allergenic extract 50 MG/ML Injectable Solution,PSN
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,899475,Solanum tuberosum extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,899483,hops allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,899632,cantaloupe allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,899664,cauliflower allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,899676,cinnamon allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,899757,Anacardium occidentale fruit allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,899898,pineapple allergenic extract 50 MG/ML Injectable Solution,PSN
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,899909,raspberry allergenic extract 50 MG/ML Injectable Solution,PSN
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,900050,rye allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,901202,sesame seed allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,901294,vanilla bean allergenic extract 50 MG/ML Injectable Solution,PSN
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,901306,sweet cherry allergenic extract 50 MG/ML Injectable Solution,PSN
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,901310,sweet potato allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,902747,watermelon allergenic extract 50 MG/ML Injectable Solution,PSN
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,904649,green olive allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,904651,pecan allergenic extract 50 MG/ML Injectable Solution,PSN
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,904862,barley (whole grain) allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,904868,oat allergenic extract 50 MG/ML Injectable Solution,PSN
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,1000013,whole wheat allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,1006513,barley (malt) allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,1010858,orange allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102490,apple allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102492,apricot allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102501,Bertholletia excelsa whole allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102509,black sea bass allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102514,Lactuca sativa whole extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102516,lemon allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102727,broccoli allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102735,carrot allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102751,celery allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102756,channel catfish allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102763,Musa acuminata fruit extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102767,Farfantepenaeus aztecus extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102772,Pacific ocean perch allergenic extract 50 MG/ML Injectable Solution,PSN
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102774,corn allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102786,Prunus (subgenus Amygdalus) persica extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102788,cranberry allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102790,cucumber allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102792,pear allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102796,Cucurbita pepo whole allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102802,Pisum sativum whole allergenic extract 0.05 MG/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102806,Oncorhynchus mykiss extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102810,field mushroom allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102812,soybean allergenic extract 25 MG/ML Injectable Solution,PSN
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102814,spinach allergenic extract 10 MG/ML Injectable Solution,PSN
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102816,grapefruit allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102818,strawberry allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102820,green bell pepper allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102825,Theobroma cacao whole extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102827,tomato allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102831,Vaccinium myrtilloides extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102842,Thunnus albacares extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2102848,white mustard seed allergenic extract 0.025 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2103227,southern flounder allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2103234,sea scallop allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2103240,brown rice allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2103245,northern quahog allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2103249,American lobster allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2103254,eastern oyster allergenic extract 0.05 GM/ML Injectable Solution,SY
79ebe899-98e4-f44f-e053-2a91aa0ad6d6,10,2198988,Atlantic mackerel allergenic extract 0.05 GM/ML Injectable Solution,SY
79f8fc90-2447-4224-ac79-1645d1c82d4f,4,1591995,Kleer Plex 2 % Medicated Liquid Soap,SY
79f8fc90-2447-4224-ac79-1645d1c82d4f,4,1592888,salicylic acid 2 % Medicated Liquid Soap (4 OZ) / salicylic acid 2 % Topical Gel (1 OZ) Pack,PSN
79f8fc90-2447-4224-ac79-1645d1c82d4f,4,1592891,Kleer Plex Acne Care Kit,PSN
79f930fa-5674-4f30-8ae8-9448d6243797,12,2045233,POLYETHYLENE GLYCOL 3350 100000 MG / K+ Chloride 1000 MG / NaCl 2000 MG / sodium sulfate 9000 MG Powder for Oral Solution,SY
79f930fa-5674-4f30-8ae8-9448d6243797,12,2045243,ascorbic acid 7540 MG / polyethylene glycol 3350 40000 MG / potassium chloride 1200 MG / sodium ascorbate 48110 MG / sodium chloride 3200 MG Powder for Oral Solution,SCD
79f930fa-5674-4f30-8ae8-9448d6243797,12,2045244,1 (ascorbic acid 7.54 GM / polyethylene glycol 3350 40 GM / potassium chloride 1.2 GM / sodium ascorbate 48.11 GM / sodium chloride 3.2 GM Powder for Oral Solution) / 1 (polyethylene glycol 3350 100 GM / potassium chloride 1 GM / sodium chloride 2 GM / sodium sulfate 9 GM Powder for Oral Solution) Pack,PSN
79f930fa-5674-4f30-8ae8-9448d6243797,12,2045245,Plenvu Bowel Prep Kit,PSN
7a00b07f-3bc6-47be-8063-b2b076c69191,5,284380,Zaditor 0.025 % (ketotifen fumarate 0.035 % ) Ophthalmic Solution,SY
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,852065,Nicotiana tabacum leaf extract 0.1 GM/ML Injectable Solution,SY
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,889596,"Nicotiana tabacum leaf extract 10,000 UNT/ML Injectable Solution",SY
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,2102001,Arabic gum allergenic extract 0.001 GM/ML Injectable Solution,SY
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,2102033,Pyrethrum allergenic extract 1 MG/mL Injectable Solution,PSN
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,2102035,Pyrethrum allergenic extract 50 MG/mL Injectable Solution,PSN
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,2102037,Pyrethrum allergenic extract 100 MG/mL Injectable Solution,PSN
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,2102039,"Pyrethrum allergenic extract 20,000 UNT/mL Injectable Solution",PSN
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,2102049,Nicotiana tabacum leaf extract 0.001 GM/ML Injectable Solution,SY
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,2102051,tragacanth allergenic extract 1 MG/ML Injectable Solution,SCD
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,2102423,Ceiba pentandra fiber allergenic extract 0.001 GM/ML Injectable Solution,SY
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,2102425,"Ceiba pentandra fiber extract 10,000 UNT/ML Injectable Solution",SY
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,2102428,cottonseed allergenic extract 0.001 GM/ML Injectable Solution,SY
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,2102430,flaxseed allergenic extract 0.001 GM/ML Injectable Solution,SY
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,2102432,flaxseed allergenic extract 0.025 GM/ML Injectable Solution,SY
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,2102462,Iris germanica var. florentina root allergenic extract 0.001 GM/ML Injectable Solution,SY
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,2102466,Iris germanica var. florentina root allergenic extract 0.025 GM/ML Injectable Solution,SY
7a027fdf-a68c-9cbf-e053-2a91aa0ac4d6,8,2102468,karaya gum allergenic extract 0.001 GM/ML Injectable Solution,SY
7a04fcbd-969d-7acd-e053-2991aa0a7a84,9,852082,Taraxacum officinale pollen extract 0.05 GM/ML Injectable Solution,SY
7a04fcbd-969d-7acd-e053-2991aa0a7a84,9,852512,Helianthus annuus pollen extract 0.05 GM/ML Injectable Solution,SY
7a04fcbd-969d-7acd-e053-2991aa0a7a84,9,1013972,"Taraxacum officinale pollen extract 20,000 UNT/ML Injectable Solution",SY
7a04fcbd-969d-7acd-e053-2991aa0a7a84,9,1013974,"Taraxacum officinale pollen extract 40,000 UNT/ML Injectable Solution",SY
7a04fcbd-969d-7acd-e053-2991aa0a7a84,9,1014002,Taraxacum officinale pollen extract 0.1 GM/ML Injectable Solution,SY
7a04fcbd-969d-7acd-e053-2991aa0a7a84,9,2102010,Leucanthemum vulgare pollen 50 MG/ML Injectable Solution,SCD
7a04fcbd-969d-7acd-e053-2991aa0a7a84,9,2102012,Leucanthemum vulgare pollen 100 MG/ML Injectable Solution,SCD
7a04fcbd-969d-7acd-e053-2991aa0a7a84,9,2102014,Leucanthemum vulgare pollen 40000 UNT/ML Injectable Solution,SCD
7a04fcbd-969d-7acd-e053-2991aa0a7a84,9,2102045,Taraxacum officinale pollen extract 0.001 GM/ML Injectable Solution,SY
7a04fcbd-969d-7acd-e053-2991aa0a7a84,9,2102047,Taraxacum officinale pollen extract 1000 UNT/ML Injectable Solution,SY
7a04fcbd-969d-7acd-e053-2991aa0a7a84,9,2102444,Helianthus annuus pollen extract 0.001 GM/ML Injectable Solution,SY
7a04fcbd-969d-7acd-e053-2991aa0a7a84,9,2102450,Helianthus annuus pollen extract 0.1 GM/ML Injectable Solution,SY
7a04fcbd-969d-7acd-e053-2991aa0a7a84,9,2102452,Helianthus annuus pollen extract 1000 UNT/ML Injectable Solution,SY
7a04fcbd-969d-7acd-e053-2991aa0a7a84,9,2102454,"Helianthus annuus pollen extract 40,000 UNT/ML Injectable Solution",SY
7a05d5b6-a040-47f5-ae21-5f7af9b68e24,2,2621713,RESPIRmycin 100 MG/ML Injectable Solution,PSN
7a103502-c809-41ae-93a3-f7485605d0fe,3,860518,24 HR Coreg 20 MG Extended Release Oral Capsule,SY
7a108fa0-c230-475f-be93-6f864b98a410,11,198264,theophylline 400 MG Extended Release Oral Capsule,PSN
7a108fa0-c230-475f-be93-6f864b98a410,11,313272,theophylline 200 MG Extended Release Oral Capsule,PSN
7a108fa0-c230-475f-be93-6f864b98a410,11,313310,theophylline 300 MG Extended Release Oral Capsule,PSN
7a108fa0-c230-475f-be93-6f864b98a410,11,701712,theophylline 100 MG Extended Release Oral Capsule,PSN
7a108fa0-c230-475f-be93-6f864b98a410,11,844590,Theo-24 100 MG Extended Release Oral Capsule,PSN
7a108fa0-c230-475f-be93-6f864b98a410,11,844591,Theo-24 300 MG Extended Release Oral Capsule,PSN
7a108fa0-c230-475f-be93-6f864b98a410,11,844813,Theo-24 200 MG Extended Release Oral Capsule,PSN
7a108fa0-c230-475f-be93-6f864b98a410,11,844829,Theo-24 400 MG Extended Release Oral Capsule,PSN
7a1449c9-7a46-412d-e053-2991aa0a6649,9,2103101,Leymus condensatus pollen extract 0.001 GM/ML Injectable Solution,SY
7a1449c9-7a46-412d-e053-2991aa0a6649,9,2103103,Leymus condensatus pollen extract 1000 UNT/ML Injectable Solution,SY
7a1449c9-7a46-412d-e053-2991aa0a6649,9,2103105,Italian rye grass pollen extract 1 MG/ML Injectable Solution,SCD
7a1449c9-7a46-412d-e053-2991aa0a6649,9,2103107,Pascopyrum smithii pollen extract 0.001 GM/ML Injectable Solution,SY
7a1449c9-7a46-412d-e053-2991aa0a6649,9,2103109,Phalaris arundinacea pollen extract 0.001 GM/ML Injectable Solution,SY
7a1449c9-7a46-412d-e053-2991aa0a6649,9,2103111,Bromus inermis pollen extract 0.001 GM/ML Injectable Solution,SY
7a1449c9-7a46-412d-e053-2991aa0a6649,9,2103113,Holcus lanatus pollen extract 0.001 GM/ML Injectable Solution,SY
7a1449c9-7a46-412d-e053-2991aa0a6649,9,2103115,"Holcus lanatus pollen extract 20,000 UNT/ML Injectable Solution",SY
7a2bec20-8dad-e536-e053-2a91aa0ab928,10,852208,Brassica rapa pollen extract 0.05 GM/ML Injectable Solution,SY
7a2bec20-8dad-e536-e053-2a91aa0ab928,10,852637,Medicago sativa pollen extract 0.02 GM/ML Injectable Solution,SY
7a2bec20-8dad-e536-e053-2a91aa0ab928,10,889563,"Triticum aestivum pollen extract 40,000 UNT/ML Injectable Solution",SY
7a2bec20-8dad-e536-e053-2a91aa0ab928,10,899546,"Avena sativa pollen extract 40,000 UNT/ML Injectable Solution",SY
7a2bec20-8dad-e536-e053-2a91aa0ab928,10,1044528,"Secale cereale pollen extract 40,000 UNT/ML Injectable Solution",SY
7a2bec20-8dad-e536-e053-2a91aa0ab928,10,2102003,Medicago sativa pollen extract 0.001 GM/ML Injectable Solution,SY
7a2bec20-8dad-e536-e053-2a91aa0ab928,10,2102005,"Medicago sativa pollen extract 10,000 UNT/ML Injectable Solution",SY
7a2bec20-8dad-e536-e053-2a91aa0ab928,10,2102016,Avena sativa pollen extract 0.001 GM/ML Injectable Solution,SY
7a2bec20-8dad-e536-e053-2a91aa0ab928,10,2102018,Avena sativa pollen extract 1000 UNT/ML Injectable Solution,SY
7a2bec20-8dad-e536-e053-2a91aa0ab928,10,2102024,Beta vulgaris pollen extract 0.001 GM/ML Injectable Solution,SY
7a2bec20-8dad-e536-e053-2a91aa0ab928,10,2102028,Beta vulgaris pollen extract 0.01 GM/ML Injectable Solution,SY
7a2bec20-8dad-e536-e053-2a91aa0ab928,10,2102041,Secale cereale pollen extract 0.001 GM/ML Injectable Solution,SY
7a2bec20-8dad-e536-e053-2a91aa0ab928,10,2102043,Secale cereale pollen extract 1000 UNT/ML Injectable Solution,SY
